frame_name, sperm_count, cluster_count, small_or_pinhead_count
11_frame_535,39,2,0
11_frame_536,39,2,0
11_frame_537,39,2,0
11_frame_538,39,2,0
11_frame_539,39,2,0
11_frame_540,39,2,0
11_frame_541,39,2,0
11_frame_542,39,2,0
11_frame_543,39,2,0
11_frame_544,39,2,0
11_frame_545,39,2,0
11_frame_546,39,2,0
11_frame_547,39,2,0
11_frame_548,39,2,0
11_frame_549,39,2,0
11_frame_550,39,2,0
11_frame_551,39,2,0
11_frame_552,39,2,0
11_frame_553,39,2,0
11_frame_554,39,2,0
11_frame_555,39,2,0
11_frame_556,39,2,0
11_frame_557,39,2,0
11_frame_558,39,2,0
11_frame_559,39,2,0
11_frame_560,39,2,0
11_frame_561,39,2,0
11_frame_562,39,2,0
11_frame_563,39,2,0
11_frame_564,39,2,0
11_frame_565,39,2,0
11_frame_566,38,2,0
11_frame_567,38,2,0
11_frame_568,38,2,0
11_frame_569,38,2,0
11_frame_570,37,2,0
11_frame_571,37,2,0
11_frame_572,37,2,0
11_frame_573,37,2,0
11_frame_574,37,2,0
11_frame_575,37,2,0
11_frame_576,37,2,0
11_frame_577,37,2,0
11_frame_578,37,2,0
11_frame_579,37,2,0
11_frame_580,37,2,0
11_frame_581,37,2,0
11_frame_582,37,2,0
11_frame_583,37,2,0
11_frame_584,37,2,0
11_frame_585,37,2,0
11_frame_586,37,2,0
11_frame_587,37,2,0
11_frame_588,37,2,0
11_frame_589,37,2,0
11_frame_590,38,2,0
11_frame_591,38,2,0
11_frame_592,38,2,0
11_frame_593,38,2,0
11_frame_594,38,2,0
11_frame_595,38,2,0
11_frame_596,38,2,0
11_frame_597,38,2,0
11_frame_598,38,2,0
11_frame_599,38,2,0
11_frame_600,38,2,0
11_frame_601,38,2,0
11_frame_602,38,2,0
11_frame_603,38,2,0
11_frame_604,38,2,0
11_frame_605,38,2,0
11_frame_606,38,2,0
11_frame_607,38,2,0
11_frame_608,38,2,0
11_frame_609,38,2,0
11_frame_610,38,2,0
11_frame_611,38,2,0
11_frame_612,38,2,0
11_frame_613,38,2,0
11_frame_614,38,2,0
11_frame_615,38,2,0
11_frame_616,38,2,0
11_frame_617,38,2,0
11_frame_618,38,2,0
11_frame_619,38,2,0
11_frame_620,38,2,0
11_frame_621,38,2,0
11_frame_622,38,2,0
11_frame_623,38,2,0
11_frame_624,38,2,0
11_frame_625,38,2,0
11_frame_626,38,2,0
11_frame_627,38,2,0
11_frame_628,38,2,0
11_frame_629,38,2,0
11_frame_630,38,2,0
11_frame_631,38,2,0
11_frame_632,38,2,0
11_frame_633,38,2,0
11_frame_634,38,2,0
11_frame_635,38,2,0
11_frame_636,38,2,0
11_frame_637,38,2,0
11_frame_638,38,2,0
11_frame_639,38,2,0
11_frame_640,38,2,0
11_frame_641,38,2,0
11_frame_642,38,2,0
11_frame_643,38,2,0
11_frame_644,38,2,0
11_frame_645,38,2,0
11_frame_646,38,2,0
11_frame_647,37,2,0
11_frame_648,37,2,0
11_frame_649,37,2,0
11_frame_650,37,2,0
11_frame_651,37,2,0
11_frame_652,37,2,0
11_frame_653,37,2,0
11_frame_654,37,2,0
11_frame_655,37,2,0
11_frame_656,37,2,0
11_frame_657,37,2,0
11_frame_658,37,2,0
11_frame_659,37,2,0
11_frame_660,37,2,0
11_frame_661,37,2,0
11_frame_662,37,2,0
11_frame_663,37,2,0
11_frame_664,37,2,0
11_frame_665,37,2,0
11_frame_666,37,2,0
11_frame_667,37,2,0
11_frame_668,37,2,0
11_frame_669,37,2,0
11_frame_670,37,2,0
11_frame_671,37,2,0
11_frame_672,37,2,0
11_frame_673,37,2,0
11_frame_674,37,2,0
11_frame_675,37,2,0
11_frame_676,37,2,0
11_frame_677,37,2,0
11_frame_678,37,2,0
11_frame_679,37,2,0
11_frame_680,37,2,0
11_frame_681,37,2,0
11_frame_682,37,2,0
11_frame_683,37,2,0
11_frame_684,37,2,0
11_frame_685,37,2,0
11_frame_686,37,2,0
11_frame_687,37,2,0
11_frame_688,37,2,0
11_frame_689,36,2,0
11_frame_690,36,2,0
11_frame_691,36,2,0
11_frame_692,36,2,0
11_frame_693,36,2,0
11_frame_694,36,2,0
11_frame_695,36,2,0
11_frame_696,36,2,0
11_frame_697,36,2,0
11_frame_698,36,2,0
11_frame_699,36,2,0
11_frame_700,36,2,0
11_frame_701,36,2,0
11_frame_702,36,2,0
11_frame_703,36,2,0
11_frame_704,36,2,0
11_frame_705,36,2,0
11_frame_706,36,2,0
11_frame_707,36,2,0
11_frame_708,36,2,0
11_frame_709,36,2,0
11_frame_710,36,2,0
11_frame_711,36,2,0
11_frame_712,36,2,0
11_frame_713,36,2,0
11_frame_714,36,2,0
11_frame_715,36,2,0
11_frame_716,36,2,0
11_frame_717,36,2,0
11_frame_718,36,2,0
11_frame_719,36,2,0
11_frame_720,36,2,0
11_frame_721,36,2,0
11_frame_722,36,2,0
11_frame_723,36,2,0
11_frame_724,36,2,0
11_frame_725,36,2,0
11_frame_726,36,2,0
11_frame_727,35,2,0
11_frame_728,35,2,0
11_frame_729,35,2,0
11_frame_730,35,2,0
11_frame_731,35,2,0
11_frame_732,35,2,0
11_frame_733,35,2,0
11_frame_734,35,2,0
11_frame_735,35,2,0
11_frame_736,35,2,0
11_frame_737,34,2,0
11_frame_738,34,2,0
11_frame_739,34,2,0
11_frame_740,34,2,0
11_frame_741,34,2,0
11_frame_742,34,2,0
11_frame_743,34,2,0
11_frame_744,34,2,0
11_frame_745,34,2,0
11_frame_746,34,2,0
11_frame_747,34,2,0
11_frame_748,34,2,0
11_frame_749,34,2,0
11_frame_750,34,2,0
11_frame_751,34,2,0
11_frame_752,34,2,0
11_frame_753,34,2,0
11_frame_754,34,2,0
11_frame_755,34,2,0
11_frame_756,34,2,0
11_frame_757,34,2,0
11_frame_758,34,2,0
11_frame_759,34,2,0
11_frame_760,34,2,0
11_frame_761,34,2,0
11_frame_762,34,2,0
11_frame_763,34,2,0
11_frame_764,34,2,0
11_frame_765,34,2,0
11_frame_766,34,2,0
11_frame_767,34,2,0
11_frame_768,34,2,0
11_frame_769,34,2,0
11_frame_770,34,2,0
11_frame_771,34,2,0
11_frame_772,34,2,0
11_frame_773,34,2,0
11_frame_774,34,2,0
11_frame_775,34,2,0
11_frame_776,34,2,0
11_frame_777,34,2,0
11_frame_778,34,2,0
11_frame_779,34,2,0
11_frame_780,34,2,0
11_frame_781,34,2,0
11_frame_782,34,2,0
11_frame_783,34,2,0
11_frame_784,34,2,0
11_frame_785,34,2,0
11_frame_786,34,2,0
11_frame_787,34,2,0
11_frame_788,34,2,0
11_frame_789,34,2,0
11_frame_790,34,2,0
11_frame_791,34,2,0
11_frame_792,34,2,0
11_frame_793,34,2,0
11_frame_794,34,2,0
11_frame_795,34,2,0
11_frame_796,34,2,0
11_frame_797,34,2,0
11_frame_798,34,2,0
11_frame_799,34,2,0
11_frame_800,34,2,0
11_frame_801,34,2,0
11_frame_802,34,2,0
11_frame_803,34,2,0
11_frame_804,34,2,0
11_frame_805,34,2,0
11_frame_806,34,2,0
11_frame_807,34,2,0
11_frame_808,34,2,0
11_frame_809,34,2,0
11_frame_810,34,2,0
11_frame_811,34,2,0
11_frame_812,34,2,0
11_frame_813,34,2,0
11_frame_814,34,2,0
11_frame_815,34,2,0
11_frame_816,34,2,0
11_frame_817,34,2,0
11_frame_818,34,2,0
11_frame_819,34,2,0
11_frame_820,34,2,0
11_frame_821,34,2,0
11_frame_822,34,2,0
11_frame_823,34,2,0
11_frame_824,34,2,0
11_frame_825,34,2,0
11_frame_826,35,2,0
11_frame_827,35,2,0
11_frame_828,35,2,0
11_frame_829,35,2,0
11_frame_830,35,2,0
11_frame_831,35,2,0
11_frame_832,35,2,0
11_frame_833,35,2,0
11_frame_834,35,2,0
11_frame_835,35,2,0
11_frame_836,35,2,0
11_frame_837,35,2,0
11_frame_838,35,2,0
11_frame_839,35,2,0
11_frame_840,35,2,0
11_frame_841,35,2,0
11_frame_842,35,2,0
11_frame_843,35,2,0
11_frame_844,35,2,0
11_frame_845,35,2,0
11_frame_846,35,2,0
11_frame_847,35,2,0
11_frame_848,35,2,0
11_frame_849,35,2,0
11_frame_850,35,2,0
11_frame_851,35,2,0
11_frame_852,35,2,0
11_frame_853,35,2,0
11_frame_854,35,2,0
11_frame_855,35,2,0
11_frame_856,35,2,0
11_frame_857,35,2,0
11_frame_858,35,2,0
11_frame_859,35,2,0
11_frame_860,35,2,0
11_frame_861,35,2,0
11_frame_862,35,2,0
11_frame_863,35,2,0
11_frame_864,35,2,0
11_frame_865,35,2,0
11_frame_866,35,2,0
11_frame_867,35,2,0
11_frame_868,35,2,0
11_frame_869,35,2,0
11_frame_870,35,2,0
11_frame_871,35,2,0
11_frame_872,35,2,0
11_frame_873,35,2,0
11_frame_874,35,2,0
11_frame_875,35,2,0
11_frame_876,35,2,0
11_frame_877,35,2,0
11_frame_878,34,2,0
11_frame_879,34,2,0
11_frame_880,34,2,0
11_frame_881,34,2,0
11_frame_882,34,2,0
11_frame_883,34,2,0
11_frame_884,34,2,0
11_frame_885,34,2,0
11_frame_886,34,2,0
11_frame_887,34,2,0
11_frame_888,34,2,0
11_frame_889,34,2,0
11_frame_890,34,2,0
11_frame_891,34,2,0
11_frame_892,34,2,0
11_frame_893,34,2,0
11_frame_894,34,2,0
11_frame_895,34,2,0
11_frame_896,34,2,0
11_frame_897,34,2,0
11_frame_898,34,2,0
11_frame_899,34,2,0
11_frame_900,34,2,0
11_frame_901,34,2,0
11_frame_902,34,2,0
11_frame_903,34,2,0
11_frame_904,34,2,0
11_frame_905,34,2,0
11_frame_906,34,2,0
11_frame_907,34,2,0
11_frame_908,34,2,0
11_frame_909,34,2,0
11_frame_910,34,2,0
11_frame_911,34,2,0
11_frame_912,34,2,0
11_frame_913,34,2,0
11_frame_914,34,2,0
11_frame_915,34,2,0
11_frame_916,34,2,0
11_frame_917,34,2,0
11_frame_918,34,2,0
11_frame_919,34,2,0
11_frame_920,34,2,0
11_frame_921,34,2,0
11_frame_922,34,2,0
11_frame_923,34,2,0
11_frame_924,34,2,0
11_frame_925,34,2,0
11_frame_926,34,2,0
11_frame_927,34,2,0
11_frame_928,34,2,0
11_frame_929,34,2,0
11_frame_930,34,2,0
11_frame_931,34,2,0
11_frame_932,34,2,0
11_frame_933,34,2,0
11_frame_934,34,2,0
11_frame_935,34,2,0
11_frame_936,34,2,0
11_frame_937,34,2,0
11_frame_938,34,2,0
11_frame_939,34,2,0
11_frame_940,34,2,0
11_frame_941,34,2,0
11_frame_942,34,2,0
11_frame_943,34,2,0
11_frame_944,34,2,0
11_frame_945,34,2,0
11_frame_946,34,2,0
11_frame_947,34,2,0
11_frame_948,34,2,0
11_frame_949,34,2,0
11_frame_950,34,2,0
11_frame_951,34,2,0
11_frame_952,34,2,0
11_frame_953,34,2,0
11_frame_954,34,2,0
11_frame_955,34,2,0
11_frame_956,34,2,0
11_frame_957,34,2,0
11_frame_958,34,2,0
11_frame_959,34,2,0
11_frame_960,34,2,0
11_frame_961,34,2,0
11_frame_962,34,2,0
11_frame_963,34,2,0
11_frame_964,34,2,0
11_frame_965,34,2,0
11_frame_966,34,2,0
11_frame_967,34,2,0
11_frame_968,34,2,0
11_frame_969,34,2,0
11_frame_970,34,2,0
11_frame_971,34,2,0
11_frame_972,34,2,0
11_frame_973,34,2,0
11_frame_974,34,2,0
11_frame_975,34,2,0
11_frame_976,34,2,0
11_frame_977,34,2,0
11_frame_978,34,2,0
11_frame_979,35,2,0
11_frame_980,35,2,0
11_frame_981,35,2,0
11_frame_982,35,2,0
11_frame_983,35,2,0
11_frame_984,35,2,0
11_frame_985,35,2,0
11_frame_986,35,2,0
11_frame_987,35,2,0
11_frame_988,35,2,0
11_frame_989,35,2,0
11_frame_990,35,2,0
11_frame_991,35,2,0
11_frame_992,35,2,0
11_frame_993,35,2,0
11_frame_994,35,2,0
11_frame_995,35,2,0
11_frame_996,35,2,0
11_frame_997,35,2,0
11_frame_998,35,2,0
11_frame_999,35,2,0
11_frame_1000,35,2,0
11_frame_1001,35,2,0
11_frame_1002,35,2,0
11_frame_1003,35,2,0
11_frame_1004,35,2,0
11_frame_1005,35,2,0
11_frame_1006,35,2,0
11_frame_1007,35,2,0
11_frame_1008,35,2,0
11_frame_1009,35,2,0
11_frame_1010,35,2,0
11_frame_1011,35,2,0
11_frame_1012,35,2,0
11_frame_1013,35,2,0
11_frame_1014,35,2,0
11_frame_1015,35,2,0
11_frame_1016,35,2,0
11_frame_1017,35,2,0
11_frame_1018,35,2,0
11_frame_1019,35,2,0
11_frame_1020,35,2,0
11_frame_1021,35,2,0
11_frame_1022,35,2,0
11_frame_1023,35,2,0
11_frame_1024,35,2,0
11_frame_1025,35,2,0
11_frame_1026,35,2,0
11_frame_1027,35,2,0
11_frame_1028,35,2,0
11_frame_1029,35,2,0
11_frame_1030,35,2,0
11_frame_1031,35,2,0
11_frame_1032,35,2,0
11_frame_1033,35,2,0
11_frame_1034,35,2,0
11_frame_1035,35,2,0
11_frame_1036,35,2,0
11_frame_1037,35,2,0
11_frame_1038,35,2,0
11_frame_1039,35,2,0
11_frame_1040,35,2,0
11_frame_1041,35,2,0
11_frame_1042,35,2,0
11_frame_1043,35,2,0
11_frame_1044,35,2,0
11_frame_1045,35,2,0
11_frame_1046,35,2,0
11_frame_1047,35,2,0
11_frame_1048,35,2,0
11_frame_1049,36,2,0
11_frame_1050,36,2,0
11_frame_1051,36,2,0
11_frame_1052,36,2,0
11_frame_1053,36,2,0
11_frame_1054,36,2,0
11_frame_1055,36,2,0
11_frame_1056,36,2,0
11_frame_1057,36,2,0
11_frame_1058,36,2,0
11_frame_1059,36,2,0
11_frame_1060,36,2,0
11_frame_1061,36,2,0
11_frame_1062,36,2,0
11_frame_1063,36,2,0
11_frame_1064,36,2,0
11_frame_1065,36,2,0
11_frame_1066,36,2,0
